gnz-id,name,club,level,division,competition,round-type,day,v-total,v-d,v-rank,ub-total,ub-d,ub-rank,bb-total,bb-d,bb-rank,fx-total,fx-d,fx-rank,aa-score,aa-rank,date-created
633272,Kia Hewitt,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,13.800,5.0,6E  ,12.833,5.0,8  ,12.600,4.5,8E  ,13.400,5.0,2E  ,52.633,4  ,10-11 April 2022
296548,Alexa Ngan,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,13.800,5.0,6E  ,12.266,4.5,15  ,13.150,5.0,3  ,12.900,5.0,7  ,52.116,5  ,10-11 April 2022
570512,Obi Haworth,Onslow,3,UNDER,Wellington Champs 2022,AA,1,13.400,5.0,12  ,12.800,5.0,9  ,13.200,5.0,2  ,12.100,5.0,19  ,51.500,6  ,10-11 April 2022
258159,Rome Tavendale,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,13.200,5.0,14  ,12.566,5.0,12  ,12.650,4.5,6E  ,12.966,5.0,6  ,51.382,7  ,10-11 April 2022
557910,Lily Ruscoe,Whanganui,3,UNDER,Wellington Champs 2022,AA,1,13.600,5.0,10  ,12.633,5.0,11  ,12.350,4.5,12  ,12.666,5.0,9E  ,51.249,8  ,10-11 April 2022
548814,Mila Birch,Harbour City,3,UNDER,Wellington Champs 2022,AA,1,14.050,5.0,3E  ,12.366,4.5,14  ,12.400,5.0,10E  ,12.400,5.0,14  ,51.216,9  ,10-11 April 2022
578887,Peyton Petera,Omni,3,UNDER,Wellington Champs 2022,AA,1,13.050,5.0,15  ,12.866,5.0,7  ,12.750,5.0,5  ,12.500,5.0,12  ,51.166,10  ,10-11 April 2022
281369,Grace Wright,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,12.250,5.0,19  ,13.100,5.0,4  ,12.850,5.0,4  ,12.766,5.0,8  ,50.966,11  ,10-11 April 2022
511266,Kahlia Creedy,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,13.650,5.0,9  ,13.033,5.0,5  ,11.900,5.0,14E  ,12.366,5.0,15E  ,50.949,12  ,10-11 April 2022
272458,Elise McLaughlin,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,13.750,5.0,8  ,12.700,5.0,10  ,11.800,4.5,16  ,12.666,5.0,9E  ,50.916,13  ,10-11 April 2022
283315,Ruby Fleet,Kapiti,3,UNDER,Wellington Champs 2022,AA,1,13.850,5.0,5  ,11.866,5.0,19  ,11.900,5.0,14E  ,13.100,5.0,5  ,50.716,14  ,10-11 April 2022
243381,Emily Tomlinson,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,12.950,5.0,16  ,12.500,5.0,13  ,12.600,5.0,8E  ,12.333,5.0,17  ,50.383,15E  ,10-11 April 2022
296134,Eleanor Askin,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,13.550,5.0,11  ,13.000,5.0,6  ,11.400,4.7,18  ,12.433,5.0,13  ,50.383,15E  ,10-11 April 2022
562627,Antonia Gorbushina,Onslow,3,UNDER,Wellington Champs 2022,AA,1,12.650,5.0,18  ,12.033,5.0,16  ,12.400,4.5,10E  ,12.600,5.0,11  ,49.683,17  ,10-11 April 2022
229741,Daisy De Clifford,Omni,3,UNDER,Wellington Champs 2022,AA,1,13.350,5.0,13  ,12.000,5.0,17E  ,11.550,5.0,17  ,12.366,5.0,15E  ,49.266,18  ,10-11 April 2022
290325,Ameelia Roos,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,12.150,5.0,20  ,11.500,5.0,20  ,10.200,4.5,19  ,12.066,5.0,20  ,45.916,19  ,10-11 April 2022
584093,Kiarah Finlayson,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,12.750,5.0,17  ,12.000,5.0,17E  ,8.450,3.5,20  ,12.200,5.0,18  ,45.400,20  ,10-11 April 2022
617735,Sophie Chisholm,Kapiti,3,OVER,Wellington Champs 2022,AA,1,14.400,5.0,1  ,12.566,5.0,6  ,13.350,5.0,2  ,13.733,5.0,1  ,54.049,1  ,10-11 April 2022
542219,Ashleigh McPheat,Onslow,3,OVER,Wellington Champs 2022,AA,1,13.800,5.0,3  ,13.133,5.0,2  ,12.550,4.5,4  ,13.100,5.0,4E  ,52.583,2  ,10-11 April 2022
587338,Orla Barlow,Whanganui,3,OVER,Wellington Champs 2022,AA,1,13.700,5.0,6E  ,12.766,5.0,5  ,12.700,5.0,3  ,13.300,5.0,3  ,52.466,3  ,10-11 April 2022
562648,Charlotte McColl,Hutt Valley,3,OVER,Wellington Champs 2022,AA,1,13.250,5.0,8  ,12.800,5.0,4  ,13.600,5.0,1  ,12.366,5.0,8E  ,52.016,4  ,10-11 April 2022
523525,Te Aroha-Koi Wiremu-Quinn,Hutt Valley,3,OVER,Wellington Champs 2022,AA,1,13.700,5.0,6E  ,13.600,5.0,1  ,12.200,5.0,6  ,12.133,5.0,10  ,51.633,5  ,10-11 April 2022
207979,Cleo Struthers,Harbour City,3,OVER,Wellington Champs 2022,AA,1,13.750,5.0,4E  ,12.500,5.0,7  ,11.900,4.5,7  ,13.000,5.0,6  ,51.150,6  ,10-11 April 2022
249301,Hannah Broster,Hutt Valley,3,OVER,Wellington Champs 2022,AA,1,13.750,5.0,4E  ,12.066,5.0,9  ,11.650,5.0,8E  ,13.433,5.0,2  ,50.899,7  ,10-11 April 2022
302066,Siobhan Bingham,Kapiti,3,OVER,Wellington Champs 2022,AA,1,13.150,5.0,9  ,12.900,5.0,3  ,11.650,4.2,8E  ,12.933,5.0,7  ,50.633,8  ,10-11 April 2022
601920,Sophie Chandra,Omni,3,OVER,Wellington Champs 2022,AA,1,12.150,5.0,10  ,11.600,4.5,10  ,12.500,5.0,5  ,13.100,5.0,4E  ,49.350,9  ,10-11 April 2022
295509,Ivy Uri,Omni,3,OVER,Wellington Champs 2022,AA,1,13.850,5.0,2  ,12.166,5.0,8  ,10.300,4.0,10  ,12.366,5.0,8E  ,48.682,10  ,10-11 April 2022
545409,Hazel Beavis,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,13.450,5.0,7  ,14.066,5.0,1  ,13.500,5.0,1  ,13.433,5.0,6  ,54.449,1  ,10-11 April 2022
596102,Xanthe McCutcheon,Harbour City,3,UNDER,Wellington Champs 2022,AA,1,14.050,5.0,2E  ,13.066,5.0,7  ,13.300,5.0,4  ,13.700,5.0,1  ,54.116,2  ,10-11 April 2022
272474,Libby Hall,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,14.250,5.0,1  ,12.400,5.0,11  ,13.350,5.0,3  ,13.566,5.0,3  ,53.566,3  ,10-11 April 2022
261751,Olive Salmon,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,13.400,5.0,8  ,13.133,5.0,5E  ,13.450,5.0,2  ,13.500,5.0,5  ,53.483,4  ,10-11 April 2022
566951,Avee Hickey,Twisters,3,UNDER,Wellington Champs 2022,AA,1,13.850,5.0,4  ,13.133,5.0,5E  ,13.150,5.0,5  ,12.433,4.5,13E  ,52.566,5  ,10-11 April 2022
600969,Charlotte Kirkwood,Twisters,3,UNDER,Wellington Champs 2022,AA,1,13.800,5.0,5  ,12.766,5.0,9  ,12.300,4.7,9  ,13.233,5.0,7  ,52.099,6E  ,10-11 April 2022
600797,Emma Marks,Twisters,3,UNDER,Wellington Champs 2022,AA,1,13.100,5.0,12  ,13.633,5.0,2  ,12.500,4.5,6  ,12.866,5.0,8E  ,52.099,6E  ,10-11 April 2022
286779,Aurora Edwards,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,14.050,5.0,2E  ,12.000,5.0,16  ,12.200,5.0,11  ,13.666,5.0,2  ,51.916,8  ,10-11 April 2022
566964,Lucie Tonkin,Twisters,3,UNDER,Wellington Champs 2022,AA,1,13.050,5.0,13  ,13.333,5.0,4  ,11.450,4.0,16  ,13.533,5.0,4  ,51.366,9  ,10-11 April 2022
295643,Sofia Creighton,Onslow,3,UNDER,Wellington Champs 2022,AA,1,13.700,5.0,6  ,11.833,5.0,17  ,11.900,4.0,13  ,12.866,5.0,8E  ,50.299,10  ,10-11 April 2022
600802,Yolandy Russell,Twisters,3,UNDER,Wellington Champs 2022,AA,1,13.250,5.0,10E  ,13.400,5.0,3  ,11.150,4.5,17  ,12.433,5.0,13E  ,50.233,11  ,10-11 April 2022
296576,Scarlett Harper,Kapiti,3,UNDER,Wellington Champs 2022,AA,1,13.250,5.0,10E  ,12.166,5.0,13  ,12.250,5.0,10  ,12.300,5.0,15  ,49.966,12  ,10-11 April 2022
229071,Rose Kellett,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,12.400,5.0,15E  ,12.933,5.0,8  ,12.150,4.5,12  ,12.200,5.0,16  ,49.683,13  ,10-11 April 2022
525696,Amelia Blom,Omni,3,UNDER,Wellington Champs 2022,AA,1,11.550,5.0,19  ,12.600,5.0,10  ,12.350,5.0,8  ,12.866,5.0,8E  ,49.366,14  ,10-11 April 2022
591839,Gaia Gilbertson,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,13.300,5.0,9  ,12.100,4.5,15  ,10.150,4.5,19  ,12.800,5.0,12  ,48.350,15  ,10-11 April 2022
223149,Niamh Stewart,Hutt Valley,3,UNDER,Wellington Champs 2022,AA,1,12.400,5.0,15E  ,12.333,5.0,12  ,11.750,4.0,14  ,11.833,4.5,20  ,48.316,16  ,10-11 April 2022
261748,Kiana Mokai,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,12.500,5.0,14  ,11.433,4.5,19  ,11.650,4.0,15  ,12.000,5.0,18  ,47.583,17  ,10-11 April 2022
246832,Isabella Christodoulou,Omni,3,UNDER,Wellington Champs 2022,AA,1,11.050,5.0,20  ,12.133,5.0,14  ,11.000,5.0,18  ,12.866,5.0,8E  ,47.049,18  ,10-11 April 2022
555920,Amorette Beukes,Manawatu,3,UNDER,Wellington Champs 2022,AA,1,11.950,5.0,17  ,10.200,4.0,20  ,12.450,5.0,7  ,11.900,5.0,19  ,46.500,19  ,10-11 April 2022
277614,Ruby Hayes,Omni,3,UNDER,Wellington Champs 2022,AA,1,11.600,5.0,18  ,11.800,5.0,18  ,9.550,4.2,20  ,12.033,5.0,17  ,44.983,20  ,10-11 April 2022
295631,Jessica Calvert,Onslow,4,UNDER,Wellington Champs 2022,AA,1,13.200,5.0,6  ,13.650,5.0,1  ,13.750,5.0,1  ,13.650,5.0,1  ,54.250,1  ,10-11 April 2022
566948,Annabelle Pointon,Twisters,4,UNDER,Wellington Champs 2022,AA,1,13.850,5.0,2  ,13.250,5.0,2  ,13.250,5.0,3  ,13.500,5.0,2  ,53.850,2  ,10-11 April 2022
278716,Madeline Joe,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,13.250,5.0,5  ,12.950,5.0,5E  ,13.050,5.0,5  ,13.300,5.0,3  ,52.550,3  ,10-11 April 2022
301962,Elsiana Shearer Orr,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,14.450,5.0,1  ,13.150,5.0,3E  ,13.000,5.0,6E  ,11.700,5.0,13  ,52.300,4  ,10-11 April 2022
296108,Marina Munford,Manawatu,4,UNDER,Wellington Champs 2022,AA,1,13.750,5.0,3  ,12.650,5.0,8  ,13.200,5.0,4  ,12.500,5.0,6  ,52.100,5  ,10-11 April 2022
550496,Georgia Harvey,Manawatu,4,UNDER,Wellington Champs 2022,AA,1,12.350,5.0,10  ,12.950,5.0,5E  ,13.700,5.0,2  ,12.400,5.0,7  ,51.400,6  ,10-11 April 2022
219201,Eleanor Henry,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,12.800,5.0,9  ,12.550,5.0,9  ,12.600,5.0,9  ,13.250,5.0,4  ,51.200,7  ,10-11 April 2022
566961,Juliet Duff,Twisters,4,UNDER,Wellington Champs 2022,AA,1,13.500,5.0,4  ,13.150,5.0,3E  ,11.950,4.0,12E  ,12.000,5.0,11E  ,50.600,8  ,10-11 April 2022
261649,Octavia Burns,Onslow,4,UNDER,Wellington Champs 2022,AA,1,13.100,5.0,7  ,12.850,5.0,7  ,11.200,5.0,14  ,12.800,5.0,5  ,49.950,9  ,10-11 April 2022
290641,Ashley Elliott,Onslow,4,UNDER,Wellington Champs 2022,AA,1,12.900,5.0,8  ,10.400,5.0,15  ,13.000,5.0,6E  ,12.350,4.5,8  ,48.650,10  ,10-11 April 2022
295757,Eliza Loh,Twisters,4,UNDER,Wellington Champs 2022,AA,1,12.000,5.0,14  ,11.650,5.0,12E  ,12.050,4.5,11  ,12.200,5.0,9  ,47.900,11  ,10-11 April 2022
284967,Janice Wu,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,10.500,5.0,16  ,12.300,5.0,10  ,12.950,4.5,8  ,12.100,5.0,10  ,47.850,12  ,10-11 April 2022
273384,Isobel Taylor,Manawatu,4,UNDER,Wellington Champs 2022,AA,1,12.200,5.0,11  ,11.100,5.0,14  ,12.350,4.7,10  ,12.000,5.0,11E  ,47.650,13  ,10-11 April 2022
296029,Emily Gillard,Manawatu,4,UNDER,Wellington Champs 2022,AA,1,12.050,5.0,13  ,11.650,5.0,12E  ,11.100,4.0,15  ,11.550,5.0,14  ,46.350,14  ,10-11 April 2022
267103,Kiitahi Berghan,Manawatu,4,UNDER,Wellington Champs 2022,AA,1,12.150,5.0,12  ,11.900,5.0,11  ,11.950,4.7,12E  ,10.250,3.0,16  ,46.250,15  ,10-11 April 2022
302421,Brooke Kendrew,Manawatu,4,UNDER,Wellington Champs 2022,AA,1,11.250,5.0,15  ,0.000,0.0,16  ,8.500,4.0,16  ,10.700,3.5,15  ,30.450,16  ,10-11 April 2022
567967,Sienna Rorason,Twisters,4,OVER,Wellington Champs 2022,AA,1,13.400,5.0,4  ,14.000,5.0,1  ,11.950,4.2,6  ,13.200,5.0,1  ,52.550,1  ,10-11 April 2022
227746,Sydney Fergus,Twisters,4,OVER,Wellington Champs 2022,AA,1,14.050,5.0,1  ,11.800,5.0,10  ,13.600,5.0,1  ,12.550,5.0,4E  ,52.000,2  ,10-11 April 2022
249317,Madison Lynch,Onslow,4,OVER,Wellington Champs 2022,AA,1,12.850,5.0,6  ,12.350,5.0,8  ,13.000,4.5,2E  ,13.000,5.0,2  ,51.200,3  ,10-11 April 2022
291023,Paige Todd,Manawatu,4,OVER,Wellington Champs 2022,AA,1,12.000,5.0,13E  ,12.950,5.0,6  ,13.000,5.0,2E  ,12.550,5.0,4E  ,50.500,4  ,10-11 April 2022
296472,Vaibhavi Tandon,Hutt Valley,4,OVER,Wellington Champs 2022,AA,1,11.350,5.0,16  ,13.800,5.0,2  ,12.750,4.5,4  ,12.300,5.0,7  ,50.200,5  ,10-11 April 2022
232220,Libby Johnson,Manawatu,4,OVER,Wellington Champs 2022,AA,1,13.450,5.0,3  ,13.100,5.0,5  ,11.700,5.0,8  ,10.950,5.0,15  ,49.200,6  ,10-11 April 2022
227729,Devon Cook,Onslow,4,OVER,Wellington Champs 2022,AA,1,13.050,5.0,5  ,11.750,5.0,11  ,11.050,4.0,10  ,12.550,5.0,4E  ,48.400,7  ,10-11 April 2022
286813,Lucia Hodgson,Manawatu,4,OVER,Wellington Champs 2022,AA,1,12.700,5.0,7  ,13.400,5.0,4  ,10.750,4.0,13  ,11.450,4.5,12  ,48.300,8  ,10-11 April 2022
236735,Eva Catherwood,Onslow,4,OVER,Wellington Champs 2022,AA,1,13.500,5.0,2  ,12.700,5.0,7  ,9.300,4.5,16  ,12.700,5.0,3  ,48.200,9  ,10-11 April 2022
663020,Ella Maguire,Harbour City,4,OVER,Wellington Champs 2022,AA,1,12.400,5.0,9  ,13.600,5.0,3  ,11.400,4.5,9  ,10.750,4.5,16  ,48.150,10  ,10-11 April 2022
175160,Aria Swallow,Harbour City,4,OVER,Wellington Champs 2022,AA,1,12.650,5.0,8  ,11.450,5.0,12  ,12.100,5.0,5  ,11.850,5.0,9  ,48.050,11  ,10-11 April 2022
261652,Amelia Hogg,Onslow,4,OVER,Wellington Champs 2022,AA,1,12.000,5.0,13E  ,11.950,5.0,9  ,10.400,4.0,14  ,11.800,5.0,10  ,46.150,12  ,10-11 April 2022
284779,Lia Vlaar,Onslow,4,OVER,Wellington Champs 2022,AA,1,12.250,5.0,12  ,10.800,5.0,13  ,10.800,4.0,12  ,11.600,5.0,11  ,45.450,13  ,10-11 April 2022
634711,Sienna-Jade Stanley,Twisters,4,OVER,Wellington Champs 2022,AA,1,12.350,5.0,10E  ,10.000,5.0,14  ,10.950,3.5,11  ,11.100,4.5,13  ,44.400,14  ,10-11 April 2022
177843,Emily Carpenter,Manawatu,4,OVER,Wellington Champs 2022,AA,1,11.400,5.0,15  ,0.000,0.0,15E  ,11.850,4.5,7  ,11.900,5.0,8  ,35.150,15  ,10-11 April 2022
273388,Riley Kauika,Manawatu,4,OVER,Wellington Champs 2022,AA,1,12.350,5.0,10E  ,0.000,0.0,15E  ,10.150,4.5,15  ,11.000,5.0,14  ,33.500,16  ,10-11 April 2022
229045,Ema Gatland,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,13.650,5.0,2  ,13.800,5.0,1  ,13.800,5.0,1  ,13.550,5.0,2  ,54.800,1  ,10-11 April 2022
278485,Tallulah Kelly,Capital,4,UNDER,Wellington Champs 2022,AA,1,13.400,5.0,4  ,13.300,5.0,3  ,13.550,5.0,2E  ,13.600,5.0,1  ,53.850,2  ,10-11 April 2022
295524,Kaia Ranston,Omni,4,UNDER,Wellington Champs 2022,AA,1,12.900,5.0,6  ,13.600,5.0,2  ,13.550,5.0,2E  ,13.150,5.0,4  ,53.200,3  ,10-11 April 2022
570097,Mila Sobell,Capital,4,UNDER,Wellington Champs 2022,AA,1,12.050,5.0,9  ,13.100,5.0,4  ,13.350,5.0,4E  ,12.500,5.0,8  ,51.000,4  ,10-11 April 2022
198065,Mia Grant,Kapiti,4,UNDER,Wellington Champs 2022,AA,1,13.450,5.0,3  ,12.000,5.0,6  ,12.750,4.7,6  ,12.300,5.0,9  ,50.500,5  ,10-11 April 2022
272524,Erin Worsley,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,13.950,5.0,1  ,11.300,5.0,7  ,11.550,4.5,9  ,12.900,5.0,6  ,49.700,6  ,10-11 April 2022
254140,Rose Passmore,Hutt Valley,4,UNDER,Wellington Champs 2022,AA,1,13.000,5.0,5  ,12.150,4.5,5  ,12.400,5.0,7  ,11.850,4.5,10  ,49.400,7  ,10-11 April 2022
302439,Mia Kamphuis,Omni,4,UNDER,Wellington Champs 2022,AA,1,12.850,5.0,7  ,10.050,5.0,9  ,11.850,4.0,8  ,13.050,5.0,5  ,47.800,8  ,10-11 April 2022
226768,Tamzyn Valler,Omni,4,UNDER,Wellington Champs 2022,AA,1,12.400,5.0,8  ,11.100,5.0,8  ,11.000,4.5,10  ,13.250,5.0,3  ,47.750,9  ,10-11 April 2022
256579,Georgia Hogg,Capital,4,UNDER,Wellington Champs 2022,AA,1,0.000,0.0,10  ,0.000,0.0,10  ,13.350,4.5,4E  ,12.750,5.0,7  ,26.100,10  ,10-11 April 2022
192269,Poppy Cowan,Hutt Valley,4,OVER,Wellington Champs 2022,AA,1,13.500,5.0,5  ,13.050,5.0,6E  ,13.350,5.0,1  ,13.750,5.0,1  ,53.650,1  ,10-11 April 2022
528827,Vivi Boggs,Omni,4,OVER,Wellington Champs 2022,AA,1,13.700,5.0,2  ,13.400,5.0,2  ,12.350,4.5,5  ,13.350,5.0,3  ,52.800,2  ,10-11 April 2022
204241,Maia Mason,Hutt Valley,4,OVER,Wellington Champs 2022,AA,1,13.350,5.0,6E  ,13.300,5.0,4E  ,12.200,4.5,7  ,13.450,5.0,2  ,52.300,3  ,10-11 April 2022
296689,Naomi Guershom,Rimutaka,4,OVER,Wellington Champs 2022,AA,1,13.900,5.0,1  ,13.050,5.0,6E  ,12.150,4.5,8  ,13.150,5.0,5E  ,52.250,4  ,10-11 April 2022
281440,Sienna Boyd,Hutt Valley,4,OVER,Wellington Champs 2022,AA,1,13.600,5.0,3E  ,13.350,5.0,3  ,12.050,4.5,10  ,13.100,5.0,7  ,52.100,5  ,10-11 April 2022
608523,Ruby Brewer,Rimutaka,4,OVER,Wellington Champs 2022,AA,1,12.550,5.0,9E  ,13.300,4.5,4E  ,13.000,5.0,2  ,12.900,5.0,9  ,51.750,6  ,10-11 April 2022
256164,Bella Huang,Omni,4,OVER,Wellington Champs 2022,AA,1,13.250,5.0,8  ,12.700,5.0,12  ,12.550,4.5,3  ,13.150,5.0,5E  ,51.650,7  ,10-11 April 2022
236682,Eryn Foster,Hutt Valley,4,OVER,Wellington Champs 2022,AA,1,13.350,5.0,6E  ,12.800,5.0,10E  ,12.400,4.5,4  ,11.950,5.0,16  ,50.500,8E  ,10-11 April 2022
201410,Grace McGall,Rimutaka,4,OVER,Wellington Champs 2022,AA,1,12.350,5.0,12  ,13.700,5.0,1  ,11.700,4.0,12  ,12.750,5.0,10E  ,50.500,8E  ,10-11 April 2022
633734,Charlie Edhouse,Hutt Valley,4,OVER,Wellington Champs 2022,AA,1,11.850,5.0,16  ,12.800,5.0,10E  ,12.300,5.0,6  ,12.950,5.0,8  ,49.900,10  ,10-11 April 2022
198831,Millie Richardson,Whanganui,4,OVER,Wellington Champs 2022,AA,1,12.250,5.0,13  ,12.950,5.0,8  ,12.100,4.5,9  ,12.150,5.0,14  ,49.450,11  ,10-11 April 2022
192731,Emma Cooper,Rimutaka,4,OVER,Wellington Champs 2022,AA,1,13.600,5.0,3E  ,12.650,5.0,13  ,10.700,3.5,15  ,12.400,5.0,12  ,49.350,12  ,10-11 April 2022
246842,Ava Gleeson,Omni,4,OVER,Wellington Champs 2022,AA,1,12.550,5.0,9E  ,12.350,5.0,14  ,10.950,4.5,14  ,13.300,5.0,4  ,49.150,13  ,10-11 April 2022
229824,Leah McDowell,Omni,4,OVER,Wellington Champs 2022,AA,1,12.000,5.0,15  ,12.050,5.0,15  ,11.800,4.0,11  ,12.750,5.0,10E  ,48.600,14  ,10-11 April 2022
274593,Alexandra Rennie,Whanganui,4,OVER,Wellington Champs 2022,AA,1,12.450,5.0,11  ,11.650,5.0,16  ,11.650,4.0,13  ,12.300,5.0,13  ,48.050,15  ,10-11 April 2022
230301,Chloe Courtnage,Kapiti,4,OVER,Wellington Champs 2022,AA,1,12.100,5.0,14  ,12.850,5.0,9  ,10.550,4.0,16  ,12.100,5.0,15  ,47.600,16  ,10-11 April 2022
278578,Laura Rees,Capital,5,UNDER,Wellington Champs 2022,AA,1,12.850,5.0,3  ,13.833,5.0,1  ,13.833,5.0,1  ,13.766,5.0,2  ,54.282,1  ,10-11 April 2022
256633,Carmen Lee,Capital,5,UNDER,Wellington Champs 2022,AA,1,13.750,5.0,1  ,13.033,5.0,2  ,11.166,4.5,3  ,13.933,5.0,1  ,51.882,2  ,10-11 April 2022
278682,Lucy McFarlane,Rimutaka,5,UNDER,Wellington Champs 2022,AA,1,13.500,5.0,2  ,12.666,5.0,3  ,11.300,4.5,2  ,12.133,5.0,3  ,49.599,3  ,10-11 April 2022
273425,Ashleigh Wier,Manawatu,5,UNDER,Wellington Champs 2022,AA,1,12.300,5.0,4  ,11.866,5.0,4  ,10.700,4.5,4  ,11.033,5.0,4  ,45.899,4  ,10-11 April 2022
218585,Sophie Long,Manawatu,5,OVER,Wellington Champs 2022,AA,1,13.400,5.0,6E  ,13.033,5.0,1  ,12.300,5.0,2  ,12.466,5.0,7  ,51.199,1  ,10-11 April 2022
226366,Sia Vaka,Hutt Valley,5,OVER,Wellington Champs 2022,AA,1,14.050,5.0,2  ,11.766,5.0,18E  ,12.766,5.0,1  ,11.900,4.5,15  ,50.482,2  ,10-11 April 2022
266996,Kaia Mackenzie Erkens,Capital,5,OVER,Wellington Champs 2022,AA,1,12.850,5.0,14  ,12.966,5.0,2  ,11.433,3.7,6  ,13.200,5.0,1  ,50.449,3  ,10-11 April 2022
256431,Abby Downes,Kapiti,5,OVER,Wellington Champs 2022,AA,1,14.100,5.0,1  ,11.666,5.0,20E  ,11.400,4.5,7  ,12.833,5.0,2E  ,49.999,4  ,10-11 April 2022
227748,Zoe Tatham,Onslow,5,OVER,Wellington Champs 2022,AA,1,13.250,5.0,9  ,11.633,5.0,22  ,12.233,5.0,3E  ,12.666,5.0,4  ,49.782,5  ,10-11 April 2022
272548,Lucia Hertanto,Hutt Valley,5,OVER,Wellington Champs 2022,AA,1,13.750,5.0,3E  ,12.533,5.0,8  ,10.700,4.2,14E  ,12.233,5.0,10  ,49.216,6  ,10-11 April 2022
295759,Jessica Dravitzki,Twisters,5,OVER,Wellington Champs 2022,AA,1,13.400,5.0,6E  ,12.166,5.0,14  ,10.800,4.5,12  ,12.833,5.0,2E  ,49.199,7  ,10-11 April 2022
158025,Kate Livengood,Harbour City,5,OVER,Wellington Champs 2022,AA,1,13.750,5.0,3E  ,12.666,5.0,5E  ,11.300,5.0,8  ,11.233,5.0,22  ,48.949,8  ,10-11 April 2022
249821,Ashleigh Keall,Onslow,5,OVER,Wellington Champs 2022,AA,1,13.150,5.0,10  ,12.466,5.0,9  ,10.700,4.5,14E  ,12.600,5.0,5  ,48.916,9  ,10-11 April 2022
245525,Marieve Wilson-Bray,Hutt Valley,5,OVER,Wellington Champs 2022,AA,1,12.600,5.0,17  ,12.733,5.0,4  ,11.133,4.0,9  ,12.300,5.0,9  ,48.766,10  ,10-11 April 2022
206213,Mariska Sue,Hutt Valley,5,OVER,Wellington Champs 2022,AA,1,13.350,5.0,8  ,11.666,5.0,20E  ,11.000,4.5,10  ,12.566,5.0,6  ,48.582,11  ,10-11 April 2022
268212,Chloe Moreton,Twisters,5,OVER,Wellington Champs 2022,AA,1,12.750,5.0,16  ,12.600,5.0,7  ,10.900,3.7,11  ,12.166,5.0,11  ,48.416,12  ,10-11 April 2022
253071,Elina Johnson,Manawatu,5,OVER,Wellington Champs 2022,AA,1,12.450,5.0,20E  ,11.766,5.0,18E  ,12.233,4.7,3E  ,11.400,5.0,17  ,47.849,13  ,10-11 April 2022
184149,Bella Small,Harbour City,5,OVER,Wellington Champs 2022,AA,1,12.350,5.0,22  ,12.300,5.0,11  ,11.866,5.0,5  ,11.266,5.0,21  ,47.782,14  ,10-11 April 2022
243447,Emma Nixon,Manawatu,5,OVER,Wellington Champs 2022,AA,1,13.650,5.0,5  ,12.900,5.0,3  ,8.933,4.5,21  ,12.133,5.0,12  ,47.616,15  ,10-11 April 2022
638469,Grace Lee,Twisters,5,OVER,Wellington Champs 2022,AA,1,13.000,5.0,12  ,12.266,5.0,12E  ,10.766,4.7,13  ,11.066,4.5,23  ,47.098,16  ,10-11 April 2022
256035,Ella Field,Manawatu,5,OVER,Wellington Champs 2022,AA,1,12.950,5.0,13  ,12.033,5.0,15E  ,10.466,4.5,17  ,11.366,5.0,18  ,46.815,17  ,10-11 April 2022
216131,Isla Leith,Kapiti,5,OVER,Wellington Champs 2022,AA,1,13.100,5.0,11  ,11.933,5.0,17  ,9.433,4.0,20  ,12.333,5.0,8  ,46.799,18  ,10-11 April 2022
261788,Shannon Tindle,Manawatu,5,OVER,Wellington Champs 2022,AA,1,12.450,5.0,20E  ,12.333,5.0,10  ,10.300,4.5,18  ,11.533,5.0,16  ,46.616,19  ,10-11 April 2022
261097,Nara Wyatt,Harbour City,5,OVER,Wellington Champs 2022,AA,1,12.800,5.0,15  ,12.266,5.0,12E  ,9.700,3.2,19  ,11.333,5.0,19  ,46.099,20  ,10-11 April 2022
158014,Megan Oldfield,Harbour City,5,OVER,Wellington Champs 2022,AA,1,12.500,5.0,18E  ,10.966,5.0,23  ,10.666,4.2,16  ,11.933,5.0,14  ,46.065,21  ,10-11 April 2022
